notation,uri,prefLabel,altLabel,definition,broader,narrower,related,closeMatch,relatedMatch,broadMatch,seeAlso,source,inScheme
G992B6,https://www.w3id.org/archlink/terms/conservationthesaurus/G992B6,Blei@de|lead@en,,"sehr weiches Metall, von bläulich-gräulicher Farbe mit dem chemischen Symbol Pb und der Ordnungszahl 82. Gehört zur Gruppe der Schwermetalle und wirkt giftig auf den menschlichen Körper. Wurde in der Antike sowohl für eigenständige Objektherstellung, als auch in Pigmenten und Glasuren sowie Legierungen mit anderen Metallen verwendet. Blei läuft an der Luft unter Bildung einer passivierenden Oxidschicht an und ist auch bei Kontak mit Wasser oder Säuren stark korrosionsanfällig.",https://www.w3id.org/archlink/terms/conservationthesaurus/GB5BGF,,https://www.w3id.org/archlink/terms/conservationthesaurus/F387GB,"http://vocab.getty.edu/aat/300011022|https://cameo.mfa.org/wiki/Lead",,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000),S. 29, 33.| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989),S. 81/82.",https://www.w3id.org/archlink/branches/B51DAF
G8AG1C,https://www.w3id.org/archlink/terms/conservationthesaurus/G8AG1C,Zink@de|zinc@en,,bläulich-weißes Metall mit dem chemischen Symbol Zn und der Ordnungszahl 30. Zink wurde in der Antike hauptsächlich als Erz bei der Kupferverhüttung bzw. -legierung verarbeitet. Erst im späten Mittelalter wird Zink gezielt als reines Metall hergestellt.,https://www.w3id.org/archlink/terms/conservationthesaurus/GB5BGF,,https://www.w3id.org/archlink/terms/conservationthesaurus/F15DFD,"http://vocab.getty.edu/aat/300011037|https://cameo.mfa.org/wiki/Zinc",,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000),S. 29, 33.| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 92/93.",https://www.w3id.org/archlink/branches/B51DAF
G78BD6,https://www.w3id.org/archlink/terms/conservationthesaurus/G78BD6,Zinn@de|tin@en,,"silberweißes, sehr weiches Metall mit dem chemischen Symbol Sn und der Ordnungszahl 50. Zinn wird hauptsächlich als Legierungsbestandteil (z.B. für (Zinn-)Bronze oder in Weichloten) verwendet, aber auch als reines Metall für die Herstellung von Geschirr und kleinen Kulturobjekten. Gegenüber Luftsauerstoff ist es weitgehend beständig, wird jedoch von Säuren (v.a. Salpetersäure) stark angegriffen. Bei der Lagerung von Zinnobjekten unterhalb 13°C tritt das Phänomen der sog. ""Zinnpest"" auf, bei der sich das stabile Zinn in α-Zinn umwandelt, was sich in Form von Flecken und Pusteln bemerktbar macht und schleichend zur vollständigen Verstörung des Zinnobjektes führt.",https://www.w3id.org/archlink/terms/conservationthesaurus/GB5BGF,,https://www.w3id.org/archlink/terms/conservationthesaurus/G6A358,"http://vocab.getty.edu/aat/300133748|https://www.wikidata.org/wiki/Q1096|https://cameo.mfa.org/wiki/Tin",https://www.w3id.org/archlink/branches/DAC996/CFC44A,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000),S. 29, 33.| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989),S. 80/81.",https://www.w3id.org/archlink/branches/B51DAF
F9GB13,https://www.w3id.org/archlink/terms/conservationthesaurus/F9GB13,Metalllegierung@de|metal alloy@en,Legierung@de,"Gemenge aus mindestens zwei verschiedenen chemischen Elementen, wobei eines davon ein Metall ist. Durch das gezielte Zusammenschmelzen von Metallen werden Legierungen mit spezifischen Eigenschaften wie verbesserte Festigkeit, Korrosionsbeständigkeit oder Verarbeitbarkeit hergestellt. Im festen/abgekühlten Zustand können diese Legierungsbestandteile nicht ohne weiteres mit physikalischen Methoden getrennt werden. Benannt werden Legierungen nach dem mengenmäßig überwiegend enthaltenen Metall.",https://www.w3id.org/archlink/terms/conservationthesaurus/B5DD1A,https://www.w3id.org/archlink/terms/conservationthesaurus/G4AG5C|https://www.w3id.org/archlink/terms/conservationthesaurus/FAG415,,http://vocab.getty.edu/aat/300010902,,,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 28.| Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 42.",https://www.w3id.org/archlink/branches/B51DAF
G4AG5C,https://www.w3id.org/archlink/terms/conservationthesaurus/G4AG5C,Edelmetalllegierung@de,,"Legierung, bei dem der Hauptbestandteil ein Edelmetall ist.",https://www.w3id.org/archlink/terms/conservationthesaurus/F9GB13,https://www.w3id.org/archlink/terms/conservationthesaurus/DC5B2B|https://www.w3id.org/archlink/terms/conservationthesaurus/AD789F|https://www.w3id.org/archlink/terms/conservationthesaurus/F9F6DG,https://www.w3id.org/archlink/terms/conservationthesaurus/FGA46A,,,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000), S. 42.",https://www.w3id.org/archlink/branches/B51DAF
DC5B2B,https://www.w3id.org/archlink/terms/conservationthesaurus/DC5B2B,Goldlegierung@de|gold alloy@en,Goldlegierungen@de,"Legierung mit Gold als Hauptbestandteil. Da reines Gold relativ weich ist, wird es zur Verbesserung der Härte und Beständigkeit mit anderen Metallen (hauptsächlich Kupfer und Silber) legiert. Kongruent zu reinen Goldobjekten sind auch an Objekten aus Goldlegierungen kaum materialbedingte konservatorische Maßnahmen notwendig. Je nach Höhe des Anteils an unedleren Bestandteilen kann es jedoch zu oberflächlicher Verfärbung kommen.",https://www.w3id.org/archlink/terms/conservationthesaurus/G4AG5C,,https://www.w3id.org/archlink/terms/conservationthesaurus/FD5149,"https://www.wikidata.org/wiki/Q37136268|http://vocab.getty.edu/aat/300010963|http://d-nb.info/gnd/4157867-3",,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000),S. 56-74.|Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989),S. 38/39.",https://www.w3id.org/archlink/branches/B51DAF
AD789F,https://www.w3id.org/archlink/terms/conservationthesaurus/AD789F,Silberlegierung@de|silver alloy@en,Silberlegierungen@de,"Legierung mit Silber als Hauptbestandteil. Reines Silber ist für viele Anwendungsbereiche zu weich, sodass es häufig mit anderen Metallen (vor allem Kupfer) legiert wird. Neben den Korrosionserscheinungen des reinen Silbers treten in Legierungssystemen weitere Korrosionen auf. So kann sich z.B. bei kupferhaltigen Silberlegierungen Kupfer-I-oxid und Kupfersulfid bilden.",https://www.w3id.org/archlink/terms/conservationthesaurus/G4AG5C,,https://www.w3id.org/archlink/terms/conservationthesaurus/F135A8,"https://www.wikidata.org/wiki/Q52895784|http://vocab.getty.edu/aat/300010975|http://d-nb.info/gnd/4181330-3",,,,"""Wilhelm P. Bauer, Grundzüge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, 63–67.""| Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).",https://www.w3id.org/archlink/branches/B51DAF
F9F6DG,https://www.w3id.org/archlink/terms/conservationthesaurus/F9F6DG,Elektrum@de|electrum@en|électrum@fr,Elektron@de,"natürlich vorkommende Legierung aus Gold und Silber, teils auch mit geringem Kupferanteil.",https://www.w3id.org/archlink/terms/conservationthesaurus/G4AG5C,,https://www.w3id.org/archlink/terms/conservationthesaurus/FD5149|https://www.w3id.org/archlink/terms/conservationthesaurus/F135A8,"https://cameo.mfa.org/wiki/Electrum|https://www.wikidata.org/wiki/Q239481|https://d-nb.info/gnd/4841049-4 |http://vocab.getty.edu/aat/300010965",,,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).| Der Brockhaus von A-Z: In drei Bänden (Mannheim 2002).",https://www.w3id.org/archlink/branches/B51DAF
FAG415,https://www.w3id.org/archlink/terms/conservationthesaurus/FAG415,Unedelmetallegierung@de,,"Legierung, bei dem der Hauptbestandteil durch ein unedles Metall gebildet wird.",https://www.w3id.org/archlink/terms/conservationthesaurus/F9GB13,https://www.w3id.org/archlink/terms/conservationthesaurus/BC75G1|https://www.w3id.org/archlink/terms/conservationthesaurus/A82D86,https://www.w3id.org/archlink/terms/conservationthesaurus/BBF566,,,,,,https://www.w3id.org/archlink/branches/B51DAF
BC75G1,https://www.w3id.org/archlink/terms/conservationthesaurus/BC75G1,Eisenlegierung@de|iron alloy@en,,"Legierung mit Eisen als Hauptbestandteil, die aufgrund ihrer Härte und Verfügbarkeit seit der Antike weit verbreitet für die Herstellung von Werkzeugen, Waffen und landwirtschaftlichen Geräten genutzt wurde. Die Entdeckung der Eisenherstellung (Verhüttung) stellt einen wichtigen Fortschritt in der technologischen Metallverarbeitung der Menschheitsgeschichte dar und beeinflusste maßgeblich die Entwicklung und Expansion antiker Kulturen. Eisenlegierungen sind äußerst korrosionsanfällig, wobei das Korrosionsgeschehen stark von der Legierungszusammensetzung und der Gefügestruktur abhängig ist.",https://www.w3id.org/archlink/terms/conservationthesaurus/FAG415,,https://www.w3id.org/archlink/terms/conservationthesaurus/F71C6B,"http://vocab.getty.edu/aat/30001090|http://d-nb.info/gnd/4014081-7",https://www.w3id.org/archlink/branches/DAC996/B19D33,,,"""Wilhelm P. Bauer, Grundzüge der Metallkorrosion. In: Peter Heinrich (Hrsg.), Metallrestaurierung. Beiträge zur Analyse, Konzeption und Technologie. München 2000, 63–67.""| Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).",https://www.w3id.org/archlink/branches/B51DAF
A82D86,https://www.w3id.org/archlink/terms/conservationthesaurus/A82D86,Buntmetalllegierung@de,,"Sammelbezeichnung für farbige Legierungen mit schweren Nichteisenmetallen als Hauptbestandsteile. Wird in der archäologischen Restaurierung häufig als allgemeiner Oberbegriff für kupferhaltige Objektwerkstoffe verwendet, solange keine eindeutige Materialanalyse durchgeführt wurde.",https://www.w3id.org/archlink/terms/conservationthesaurus/FAG415,https://www.w3id.org/archlink/terms/conservationthesaurus/FGB415|https://www.w3id.org/archlink/terms/conservationthesaurus/F387GB|https://www.w3id.org/archlink/terms/conservationthesaurus/G6A358|https://www.w3id.org/archlink/terms/conservationthesaurus/F15DFD,https://www.w3id.org/archlink/terms/conservationthesaurus/GB5BGF,"https://www.wikidata.org/wiki/Q355809|http://vocab.getty.edu/aat/300011014",,,,Der Brockhaus von A-Z: In drei Bänden (Mannheim 2002).,https://www.w3id.org/archlink/branches/B51DAF
FGB415,https://www.w3id.org/archlink/terms/conservationthesaurus/FGB415,Kupferlegierung@de|copper alloy@en,Kupferlegierungen@de,"Legierung mit Kupfer als Hauptbestandteil. Parallel zur Verwendung von reinem Kupfer, steht auch die Herstellung von Kupferlegierung am Beginn der historischen Metallverarbeitung der Menschheitsgeschichte. Aufgrund der reichen Verfügbarkeit, guten Verarbeitbarkeit und Verständigkeit wurde Kupfer für vielerlei Gegenstände (z.B. Schmuck, Waffen, Gefäße, etc.) verwendet.",https://www.w3id.org/archlink/terms/conservationthesaurus/A82D86,https://www.w3id.org/archlink/terms/conservationthesaurus/BF7D14|https://www.w3id.org/archlink/terms/conservationthesaurus/A8B271|https://www.w3id.org/archlink/terms/conservationthesaurus/B93G16,https://www.w3id.org/archlink/terms/conservationthesaurus/B28FA6,"https://www.wikidata.org/wiki/Q518350|http://vocab.getty.edu/aat/300010942",https://www.w3id.org/archlink/branches/DAC996/GC4CA7,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).|Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989).",https://www.w3id.org/archlink/branches/B51DAF
BF7D14,https://www.w3id.org/archlink/terms/conservationthesaurus/BF7D14,Bronze@de|bronze@en,Bronzen@de,"Kupferlegierung mit Zinn als zweiter Hauptbestandteil. Moderne Bronzen weisen in der Regel genormte Zusammensetzungen und gezielte Legierungsbestandteile auf. In historischen Bronzen finden sich, je nach Zeitstellung und Kultur, unter Umständen sehr unterschiedliche Zusammetzungen und andere Bestandteile, wie Zink, Silber, Blei, Antimon, Arsen, etc. Zur eindeutigen metallurgischen Bestimmung wird der Begriff Bronze häufig zusammen mit dem vorangestellten Hauptlegierungszusatz verwendet (Bleibronze, Arsenbronze, usw.). Bronze kann, je nach Legierungszusammensetzung, eine gelb-golde, rötliche bis weißliche Färbung aufweisen. Ebenso hängt die Verarbeitbarkeit maßgeblich von den Legierungszusammensetzten ab. Die Korrosionsanfälligkeit von Bronze entspricht im Wesentlichen der des Kupfers, wobei entsprechend der anderen Bestandteile weitere Korrosionserscheinungen auftreten können.",https://www.w3id.org/archlink/terms/conservationthesaurus/FGB415,https://www.w3id.org/archlink/terms/conservationthesaurus/C1DGG5|https://www.w3id.org/archlink/terms/conservationthesaurus/A6D8BF|https://www.w3id.org/archlink/terms/conservationthesaurus/DG663G,,"http://vocab.getty.edu/aat/300010957|https://cameo.mfa.org/wiki/Bronze",https://www.wikidata.org/wiki/Q34095|https://www.w3id.org/archlink/branches/DAC996/B9C457,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).|Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), 85.",https://www.w3id.org/archlink/branches/B51DAF
C1DGG5,https://www.w3id.org/archlink/terms/conservationthesaurus/C1DGG5,Arsenbronze@de,,antike Bronzelegierung aus Kupfer und Arsen,https://www.w3id.org/archlink/terms/conservationthesaurus/BF7D14,,,,,,,,https://www.w3id.org/archlink/branches/B51DAF
A6D8BF,https://www.w3id.org/archlink/terms/conservationthesaurus/A6D8BF,Zinnbronze@de,,"Legierung aus Kupfer und Zinn, die je nach Gewichtsanteil der beiden Bestandteile unterschiedliche Eigenschaften aufweisen kann. Zinnbronzen mit höherem Kupfergehalt und Zinngehalten bis ca. 10% zeichenen sich durch eine gute Festigkeit und Umformbarkeit (Hämmer-, Walz und Schmiedbarkeit) aus, während Zinnbronzen mit einem höheren Zinngehalt an Härte und Dehnbarkeit aber auch Sprödigkeit zunehmen und daher hauptsächlich als Gusswerkstoff verwendet werden.",https://www.w3id.org/archlink/terms/conservationthesaurus/BF7D14,,,,,,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), 85/86.",https://www.w3id.org/archlink/branches/B51DAF
DG663G,https://www.w3id.org/archlink/terms/conservationthesaurus/DG663G,Bleibronze@de,,Kupferlegierung aus ca. 60% Kupfer und dem Hauptlegierungsbestandteil Blei (bis zu 28%).,https://www.w3id.org/archlink/terms/conservationthesaurus/BF7D14,,,http://vocab.getty.edu/aat/300010959,,,,"Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), 85.",https://www.w3id.org/archlink/branches/B51DAF
A8B271,https://www.w3id.org/archlink/terms/conservationthesaurus/A8B271,Messing@de|brass@en,,"Kupferlegierung mit mindestens 50% Kupfer und Zink als zweiten Hauptbestandteil in unterschiedlichen Massenanteilen. Weitere Legierungsbestandteile (z.B. Blei) können zur Einstellung bestimmter Eigenschaften zugegeben sein. Messing kann, je nach Legierungszusammensetzung, eine hellgelbe, goldene bis bräunliche Färbung aufweisen. Aus diesem Grund wird es unter anderem für Goldimitationen verwendet. Messing lässt sich sehr gut gießen, ebenso gut kalt verformen sowie spanlos und spanabhebend bearbeiten, wodurch es entsprechend für die Herstellung von gegossenen Gegenständen als auch getriebenen Gefäßen verwendet wird. Messing zeigt, ebenso wie Bronze, hauptsächlich Korrosionserscheinungen entsprechend des Hauptbestandteiles Kupfer.",https://www.w3id.org/archlink/terms/conservationthesaurus/FGB415,,,"https://www.wikidata.org/wiki/Q39782|http://vocab.getty.edu/aat/300010946|https://cameo.mfa.org/wiki/Brass",,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 88/89.",https://www.w3id.org/archlink/branches/B51DAF
B93G16,https://www.w3id.org/archlink/terms/conservationthesaurus/B93G16,Tombak@de|tombac@en,,"Kupfer-Zink Legierung, mit hohem Kupferanteil (> 67%) . Ähnlich dem Messing, aber durch den höheren Kupferanteil von deutlich rötlicherer Farbe.",https://www.w3id.org/archlink/terms/conservationthesaurus/FGB415,,,"http://d-nb.info/gnd/4745413-1|http://vocab.getty.edu/aat/300196199|https://cameo.mfa.org/wiki/Tombac",,,,"Erhard Brepohl, Theorie und Praxis des Goldschmieds (München 2000).| Jochem Wolters, Der Gold- und Silberschmied. Band 1 - Werkstoffe und Materialien (Stuttgart 1989), S. 88/89.",https://www.w3id.org/archlink/branches/B51DAF
